empresa,p_empresa,marca,p_marca,obra,p_obra,bloco,p_bloco,unidade,p_unidade,dt_venda,p_dt_venda_day,p_dt_venda_month,p_dt_venda_year,dt_chaves,p_dt_chaves_day,p_dt_chaves_month,p_dt_chaves_year,carteira_sd_gerencial,p_carteira_sd_gerencial,saldo_devedor,p_saldo_devedor,p_data_base_day,p_data_base_month,p_data_base_year,dias_atraso,p_dias_atraso,p_dias_atraso_category,valor_pago_atualizado,p_valor_pago_atualizado,valor_pago,p_valor_pago,vgv,p_vgv
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,197,0.08550347222222222,2020-04-27,0.9,0.3333333333333333,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,1235346,0.0950266080748763,1235346.46,0.09502664696816489,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,195979.71,0.017618122329140326,183935.63,0.01672142090909091,1419282.09,0.06923327268292684
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,198,0.0859375,2020-02-29,0.9666666666666667,0.16666666666666666,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,436839,0.033602997415154046,436839.46,0.03360303404049403,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,923133.58,0.08298757222662105,837583.91,0.07614399181818182,1274423.37,0.06216699365853659
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,201,0.08723958333333333,2020-07-31,1.0333333333333334,0.5833333333333334,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,905806,0.06967737925558622,905805.7,0.06967735875136719,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,825239.78,0.07418714618422922,766038.63,0.06963987545454546,1671844.33,0.08155338195121951
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,202,0.0876736111111111,2020-09-16,0.5333333333333333,0.75,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,1160845,0.08929576236186443,1160844.9,0.08929575796663121,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,622814.58,0.05598958922233405,600168.45,0.054560768181818174,1761013.35,0.08590309024390244
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,211,0.0915798611111111,2020-03-12,0.4,0.25,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,1541957,0.11861206779907171,1541956.61,0.11861204217859525,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,264980.17,0.02382110397987832,245190.65,0.02229005909090909,1787147.26,0.08717791512195122
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,224,0.09722222222222222,2020-09-30,1.0,0.75,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,346582,0.026660151795372938,346582.13,0.026660162779747337,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,501097.39,0.04504749555876442,467553.77,0.04250488818181818,814135.9,0.03971394634146341
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,228,0.09895833333333333,2020-03-10,0.3333333333333333,0.25,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,508016,0.039078150840142246,508016.04,0.03907815535995071,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,893447.3,0.08031884436424637,819414.84,0.07449225818181818,1327430.88,0.06475272585365853
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,232,0.10069444444444445,2020-07-31,1.0333333333333334,0.5833333333333334,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,1004313,0.07725484021116613,1004313.15,0.07725485460211351,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,797857.32,0.07172552640760647,729077.28,0.06627975272727273,1733390.43,0.08455563073170731
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,247,0.1072048611111111,2020-03-26,0.8666666666666667,0.25,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,430754,0.033134920528083034,430753.66,0.0331348955976811,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,959044.97,0.0862159230698255,872064.93,0.07927863,1302818.59,0.06355212634146341
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,248,0.1076388888888889,2020-06-30,1.0,0.5,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,1375703,0.10582329955205388,1375702.81,0.10582328884399153,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,44214.0,0.003974736265609386,40000.0,0.0036363636363636364,1415702.81,0.06905867365853659
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,252,0.109375,2020-11-13,0.43333333333333335,0.9166666666666666,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,1680812,0.1292932208235984,1680812.17,0.1292932386744243,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,191614.61,0.017225709942271652,184378.28,0.016761661818181818,1865190.45,0.0909849
1856,0.5865992414664981,CYRELA,1,7618,0.7671701913393756,1,1.0,255,0.11067708333333333,2020-07-31,1.0333333333333334,0.5833333333333334,1.01,2023-05-01,0.03333333333333333,0.4166666666666667,1.0115,763072,0.05869784163862757,763072.49,0.05869788149823859,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,216962.18,0.019504397817697364,205713.34,0.018701212727272726,968785.83,0.04725784536585366
2867,0.9061314791403287,CYRELA,1,7639,0.7692849949647532,1,1.0,44,0.019097222222222224,2018-11-23,0.7666666666666667,0.9166666666666666,1.009,2022-03-01,0.03333333333333333,0.25,1.011,183101,0.014084691224254521,183100.95,0.014084687898150946,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,2050349.15,0.18432164300145604,1913444.34,0.17394948545454547,2096545.29,0.10227050195121952
2867,0.9061314791403287,CYRELA,1,7639,0.7692849949647532,1,1.0,62,0.026909722222222224,2018-12-21,0.7,1.0,1.009,2022-03-01,0.03333333333333333,0.25,1.011,3101020,0.23853998165077064,3101020.04,0.23853999353532335,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,966435.96,0.08688035596419735,867893.24,0.07889938545454546,3968913.28,0.19360552585365853
2867,0.9061314791403287,CYRELA,1,7639,0.7692849949647532,1,1.0,174,0.07552083333333333,2018-11-30,1.0,0.9166666666666666,1.009,2022-03-01,0.03333333333333333,0.25,1.011,1478070,0.11369768356171665,1478069.58,0.11369765545209379,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,1006935.61,0.09052118076176117,964450.78,0.08767734363636363,2442520.36,0.11914733463414634
2867,0.9061314791403287,CYRELA,1,7639,0.7692849949647532,1,1.0,212,0.0920138888888889,2018-11-22,0.7333333333333333,0.9166666666666666,1.009,2022-03-01,0.03333333333333333,0.25,1.011,3187808,0.24521598113723223,3187807.86,0.24521597942213005,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,882818.84,0.07936337041007847,796020.52,0.07236550181818183,3983828.38,0.19433309170731708
414,0.13084702907711757,CYRELA,1,7869,0.7924471299093656,1,1.0,73,0.031684027777777776,2019-10-31,1.0333333333333334,0.8333333333333334,1.0095,2022-01-01,0.03333333333333333,0.08333333333333333,1.011,1174962,0.09038168535525497,1174961.83,0.09038167561550221,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,901263.65,0.08102151613811201,800525.48,0.07277504363636364,1975487.31,0.09636523463414634
1055,0.3334386852085967,CYRELA,1,7734,0.7788519637462236,1,1.0,231,0.10026041666666667,2021-03-31,1.0333333333333334,0.25,1.0105,2024-07-01,0.03333333333333333,0.5833333333333334,1.012,2311200,0.1777846017088768,2311199.88,0.1777845990424622,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,87821.03,0.007894907333065767,86268.58,0.007842598181818181,2397468.46,0.11694968097560976
1055,0.3334386852085967,CYRELA,1,7734,0.7788519637462236,1,1.0,261,0.11328125,2021-03-31,1.0333333333333334,0.25,1.0105,2024-07-01,0.03333333333333333,0.5833333333333334,1.012,1239676,0.09535968497233192,1239675.97,0.09535968618561255,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,1135119.39,0.10204460589924919,1132632.15,0.10296655909090908,2372308.12,0.11572234731707318
737,0.2329329962073325,CYRELA,1,7761,0.781570996978852,1,1.0,64,0.027777777777777776,2019-04-15,0.5,0.3333333333333333,1.0095,2022-06-01,0.03333333333333333,0.5,1.011,484139,0.03724145867373395,484139.06,0.03724146466418757,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,196338.44,0.017650371325850917,187533.13,0.017048466363636366,671672.19,0.03276449707317073
2197,0.6943742098609356,CYRELA,1,7820,0.7875125881168177,1,1.0,254,0.11024305555555555,2020-05-26,0.8666666666666667,0.4166666666666667,1.01,2023-01-01,0.03333333333333333,0.08333333333333333,1.0115,1169732,0.08997937769389402,1169732.16,0.08997939332390119,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,204740.21,0.01840567100274758,186033.56,0.01691214181818182,1355765.72,0.06613491317073171
511,0.16150442477876106,CYRELA,1,7848,0.7903323262839879,1,1.0,101,0.04383680555555555,2020-11-13,0.43333333333333335,0.9166666666666666,1.01,2020-11-01,0.03333333333333333,0.9166666666666666,1.01,6200309,0.47694680946563006,6200308.56,0.4769467932298206,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,1.112375691E7,1.0,1.099754591E7,0.9997769009090909,1.719785447E7,0.8389197302439024
2013,0.6362199747155499,CYRELA,1,7912,0.7967774420946626,1,1.0,103,0.04470486111111111,2020-08-31,1.0333333333333334,0.6666666666666666,1.01,2022-07-01,0.03333333333333333,0.5833333333333334,1.011,771355,0.05933499543576958,771354.66,0.059334971472754995,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,733429.92,0.06593365226640861,670455.88,0.06095053454545454,1441810.54,0.07033222146341464
3008,0.9506953223767383,CYRELA,1,9778,0.9846928499496476,1,1.0,32,0.013888888888888888,2020-08-31,1.0333333333333334,0.6666666666666666,1.01,2023-10-01,0.03333333333333333,0.8333333333333334,1.0115,5922599,0.45558450341657664,5922599.43,0.4555845533150794,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,577414.55,0.05190823160482028,545218.58,0.04956532545454545,6467818.01,0.3155033175609756
3008,0.9506953223767383,CYRELA,1,9778,0.9846928499496476,1,1.0,121,0.05251736111111111,2020-09-04,0.13333333333333333,0.75,1.01,2023-10-01,0.03333333333333333,0.8333333333333334,1.0115,6080751,0.46775004094230455,6080750.88,0.46775004898230577,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,941120.5,0.08460455470345225,890019.05,0.08091082272727274,6970769.93,0.3400375575609756
3008,0.9506953223767383,CYRELA,1,9778,0.9846928499496476,1,1.0,22,0.009548611111111112,2020-09-23,0.7666666666666667,0.75,1.01,2023-10-01,0.03333333333333333,0.8333333333333334,1.0115,6132698,0.47174596371184896,390261.21,0.030020091876119405,1.0,0.3333333333333333,1.0105,-32,0.027633851468048358,1,687886.07,0.06183936556376976,654402.49,0.05949113545454545,1044663.7,0.05095920487804878
